transaction_id,amount,location,device,payment_method,hour,avg_amount,amount_ratio,new_device,location_change,transactions_last_10min,is_fraud,created_at
TXN20437,5351.77,Delhi,Chrome Windows,Credit Card,1,5000.0,1.07,0,0,1,0,2026-09-06 01:05:29
TXN20438,6620.48,Hyderabad,Samsung S24,Debit Card,8,5000.0,1.32,0,0,1,0,2026-09-06 08:33:44
TXN20439,95374.41,Hyderabad,Unknown Web Client,Net Banking,1,12000.0,7.95,1,0,1,1,2026-09-06 01:34:20
TXN20440,10321.25,Delhi,iPhone 15,Debit Card,21,8000.0,1.29,0,0,3,0,2026-09-06 21:18:14
TXN20441,4134.59,Hyderabad,iPhone 15,UPI,2,5000.0,0.83,0,0,3,0,2026-09-06 02:06:15
TXN20442,2019.99,Mumbai,Safari macOS,Credit Card,7,2500.0,0.81,0,0,2,0,2026-09-06 07:54:30
TXN20443,4520.96,Delhi,iPhone 15,Credit Card,14,3500.0,1.29,0,0,3,0,2026-09-06 14:36:22
TXN20444,3328.05,Delhi,Samsung S24,Debit Card,12,2500.0,1.33,0,0,1,0,2026-09-06 12:09:34
TXN20445,6835.3,Mumbai,Safari macOS,Credit Card,2,8000.0,0.85,0,0,1,0,2026-09-06 02:37:10
TXN20446,1855.01,Mumbai,Chrome Windows,Debit Card,23,3500.0,0.53,0,0,1,0,2026-09-06 23:18:20
TXN20447,11775.79,Pune,Android Device,Debit Card,10,2500.0,4.71,1,1,10,1,2026-09-06 10:36:03
TXN20448,4602.09,Pune,Samsung S24,UPI,11,5000.0,0.92,0,0,2,0,2026-09-06 11:10:41
TXN20449,1924.9,Mumbai,iPhone 15,Net Banking,13,1500.0,1.28,0,0,2,0,2026-09-06 13:01:25
TXN20450,3088.33,Pune,Android Device,UPI,9,1500.0,2.06,1,0,1,0,2026-09-06 09:52:34
TXN20451,1548.22,Mumbai,Samsung S24,UPI,17,2500.0,0.62,0,0,1,0,2026-09-06 17:04:26
TXN20452,2107.84,Hyderabad,Samsung S24,Credit Card,12,2500.0,0.84,0,0,1,0,2026-09-06 12:29:46
TXN20453,10269.16,Pune,Samsung S24,Net Banking,15,12000.0,0.86,0,0,1,0,2026-09-06 15:28:43
TXN20454,4299.99,Bangalore,Samsung S24,Credit Card,16,2500.0,1.72,0,0,1,0,2026-09-06 16:44:34
TXN20455,11833.45,Pune,iPhone 15,Credit Card,17,12000.0,0.99,0,0,1,0,2026-09-06 17:25:19
TXN20456,8951.94,Pune,Android Device,Credit Card,18,2500.0,3.58,1,1,4,1,2026-09-06 18:35:36
TXN20457,2277.57,Kolkata,Android Device,UPI,16,5000.0,0.46,1,1,5,1,2026-09-06 16:21:34
TXN20458,1739.09,Bangalore,iPhone 15,Net Banking,18,2500.0,0.7,0,0,1,0,2026-09-06 18:28:21
TXN20459,10003.35,Hyderabad,Samsung S24,UPI,0,8000.0,1.25,0,0,1,0,2026-09-06 00:44:17
TXN20460,65731.24,London,Android Device,Credit Card,13,8000.0,8.22,1,1,1,1,2026-09-06 13:19:30
TXN20461,6804.51,Pune,iPhone 15,Credit Card,14,8000.0,0.85,0,0,1,0,2026-09-06 14:42:20
TXN20462,2144.72,Mumbai,Chrome Windows,UPI,13,3500.0,0.61,0,0,3,0,2026-09-06 13:19:28
TXN20463,1749.24,London,Safari macOS,Debit Card,9,2500.0,0.7,0,1,1,0,2026-09-06 09:14:33
TXN20464,3001.41,Hyderabad,Chrome Windows,Debit Card,21,1500.0,2.0,0,0,1,0,2026-09-06 21:37:14
TXN20465,5830.61,Bangalore,Safari macOS,UPI,15,5000.0,1.17,0,0,1,0,2026-09-06 15:06:43
TXN20466,8352.37,Hyderabad,iPhone 15,Net Banking,10,8000.0,1.04,0,0,1,0,2026-09-06 10:24:09
TXN20467,8870.58,Mumbai,Samsung S24,Debit Card,18,12000.0,0.74,0,0,14,1,2026-09-06 18:48:53
TXN20468,10858.51,Mumbai,Samsung S24,Credit Card,19,12000.0,0.9,0,0,2,0,2026-09-06 19:03:11
TXN20469,13487.54,Delhi,Samsung S24,Debit Card,3,12000.0,1.12,0,0,2,0,2026-09-06 03:15:32
TXN20470,13423.42,Pune,Safari macOS,UPI,18,12000.0,1.12,0,0,1,0,2026-09-06 18:02:04
TXN20471,13487.65,Delhi,iPhone 15,UPI,18,12000.0,1.12,0,0,1,0,2026-09-06 18:48:42
TXN20472,5235.05,Pune,Samsung S24,UPI,14,5000.0,1.05,0,0,2,0,2026-09-06 14:14:20
TXN20473,11324.41,Pune,Chrome Windows,Debit Card,8,8000.0,1.42,0,0,3,0,2026-09-06 08:47:46
TXN20474,8074.28,Hyderabad,Samsung S24,Debit Card,17,8000.0,1.01,0,0,1,0,2026-09-06 17:15:13
TXN20475,3381.31,Bangalore,Samsung S24,UPI,11,5000.0,0.68,0,0,1,0,2026-09-06 11:43:51
TXN20476,9392.74,Bangalore,Samsung S24,Net Banking,17,12000.0,0.78,0,0,1,0,2026-09-06 17:47:46
TXN20477,3624.93,Bangalore,iPhone 15,Net Banking,21,8000.0,0.45,0,0,1,0,2026-09-06 21:12:45
TXN20478,7873.4,Hyderabad,iPhone 15,Credit Card,17,3500.0,2.25,0,0,1,0,2026-09-06 17:02:22
TXN20479,11297.07,Mumbai,Samsung S24,Debit Card,17,8000.0,1.41,0,0,1,0,2026-09-06 17:40:44
TXN20480,5739.74,Delhi,Samsung S24,UPI,16,8000.0,0.72,0,0,2,0,2026-09-06 16:42:57
TXN20481,10720.62,Hyderabad,iPhone 15,UPI,14,12000.0,0.89,0,0,1,0,2026-09-06 14:19:37
TXN20482,3875.55,Hyderabad,Samsung S24,Debit Card,9,5000.0,0.78,0,0,1,0,2026-09-06 09:23:39
TXN20483,2780.09,Delhi,Samsung S24,Net Banking,12,1500.0,1.85,0,0,3,0,2026-09-06 12:37:30
TXN20484,850.03,Mumbai,Chrome Windows,Credit Card,13,1500.0,0.57,0,0,1,0,2026-09-06 13:27:27
TXN20485,3663.99,Mumbai,Safari macOS,Credit Card,19,3500.0,1.05,0,0,1,0,2026-09-06 19:51:59
TXN20486,11490.21,Mumbai,Android Device,Credit Card,22,12000.0,0.96,1,0,1,0,2026-09-06 22:54:10
TXN20487,4871.97,Hyderabad,Chrome Windows,Debit Card,21,3500.0,1.39,0,0,1,0,2026-09-06 21:36:39
TXN20488,4796.25,Delhi,iPhone 15,Net Banking,5,5000.0,0.96,0,0,1,0,2026-09-06 05:52:00
TXN20489,742.44,Bangalore,Android Device,UPI,9,1500.0,0.49,1,0,1,0,2026-09-06 09:16:07
TXN20490,2261.08,Mumbai,Safari macOS,Credit Card,22,2500.0,0.9,0,0,2,0,2026-09-06 22:30:49
TXN20491,3389.13,Delhi,Safari macOS,UPI,16,5000.0,0.68,0,0,1,0,2026-09-06 16:59:44
TXN20492,12388.13,Chennai,Safari macOS,UPI,20,12000.0,1.03,0,1,2,0,2026-09-06 20:39:27
TXN20493,21297.24,Delhi,Chrome Windows,Net Banking,10,12000.0,1.77,0,0,1,0,2026-09-06 10:38:05
TXN20494,3989.52,Hyderabad,Safari macOS,Credit Card,19,8000.0,0.5,0,0,1,0,2026-09-06 19:00:18
TXN20495,8713.01,Delhi,Samsung S24,Debit Card,9,12000.0,0.73,0,0,1,0,2026-09-06 09:54:56
TXN20496,6413.24,Hyderabad,Safari macOS,Debit Card,18,8000.0,0.8,0,0,1,0,2026-09-06 18:42:24
TXN20497,18839.55,Delhi,Unknown Web Client,Debit Card,13,2500.0,7.54,1,0,12,1,2026-09-06 13:55:53
TXN20498,3004.5,Hyderabad,iPhone 15,Credit Card,22,3500.0,0.86,0,0,2,0,2026-09-06 22:44:36
TXN20499,3361.34,Hyderabad,Chrome Windows,UPI,16,2500.0,1.34,0,0,3,0,2026-09-06 16:41:31
TXN20500,11195.24,Mumbai,Chrome Windows,Net Banking,19,12000.0,0.93,0,0,2,0,2026-09-06 19:46:38
TXN20501,1771.43,Hyderabad,iPhone 15,UPI,15,1500.0,1.18,0,0,1,0,2026-09-06 15:56:17
TXN20502,9342.72,Mumbai,Safari macOS,Debit Card,7,12000.0,0.78,0,0,3,0,2026-09-06 07:43:47
TXN20503,2740.83,Mumbai,Chrome Windows,Credit Card,18,2500.0,1.1,0,0,1,0,2026-09-06 18:08:27
TXN20504,3412.38,Bangalore,Unknown Web Client,UPI,8,2500.0,1.36,1,0,1,0,2026-09-06 08:21:43
TXN20505,2611.29,Hyderabad,Chrome Windows,Credit Card,16,3500.0,0.75,0,0,2,0,2026-09-06 16:20:26
TXN20506,16402.76,Mumbai,Samsung S24,Net Banking,16,12000.0,1.37,0,0,1,0,2026-09-06 16:59:36
TXN20507,8169.36,Pune,Safari macOS,UPI,15,8000.0,1.02,0,0,1,0,2026-09-06 15:44:32
TXN20508,18230.4,Delhi,Chrome Windows,UPI,9,12000.0,1.52,0,0,1,0,2026-09-06 09:12:08
TXN20509,1383.89,Bangalore,Chrome Windows,Debit Card,22,1500.0,0.92,0,0,1,0,2026-09-06 22:50:03
TXN20510,13976.88,Mumbai,iPhone 15,UPI,15,12000.0,1.16,0,0,2,0,2026-09-06 15:34:33
TXN20511,1475.83,Pune,Samsung S24,Debit Card,20,1500.0,0.98,0,0,1,0,2026-09-06 20:57:33
TXN20512,4811.23,Pune,iPhone 15,Credit Card,18,5000.0,0.96,0,0,1,0,2026-09-06 18:38:14
TXN20513,2772.81,Delhi,iPhone 15,Debit Card,12,2500.0,1.11,0,0,1,0,2026-09-06 12:04:42
TXN20514,3098.8,Bangalore,Samsung S24,UPI,22,2500.0,1.24,0,0,1,0,2026-09-06 22:00:01
TXN20515,1516.59,Pune,Chrome Windows,UPI,10,2500.0,0.61,0,0,2,0,2026-09-06 10:39:39
TXN20516,4435.96,Delhi,Safari macOS,Credit Card,21,2500.0,1.77,0,0,3,0,2026-09-06 21:46:45
TXN20517,1188.18,Kolkata,Chrome Windows,UPI,12,2500.0,0.48,0,1,1,0,2026-09-06 12:07:27
TXN20518,9124.67,Mumbai,Safari macOS,UPI,17,12000.0,0.76,0,0,1,0,2026-09-06 17:16:40
TXN20519,1444.49,Chennai,Safari macOS,Credit Card,14,1500.0,0.96,0,1,1,0,2026-09-06 14:54:42
TXN20520,1768.99,Mumbai,Chrome Windows,Net Banking,18,1500.0,1.18,0,0,1,0,2026-09-06 18:51:22
TXN20521,22541.9,New York,Safari macOS,Debit Card,10,12000.0,1.88,0,1,1,0,2026-09-06 10:38:41
TXN20522,2377.67,Pune,iPhone 15,Credit Card,5,5000.0,0.48,0,0,2,0,2026-09-06 05:25:58
TXN20523,4081.07,Pune,Unknown Web Client,Debit Card,15,5000.0,0.82,1,0,1,0,2026-09-06 15:48:55
TXN20524,1494.86,Bangalore,iPhone 15,Credit Card,21,3500.0,0.43,0,0,1,0,2026-09-06 21:06:24
TXN20525,2531.82,Delhi,iPhone 15,UPI,7,2500.0,1.01,0,0,1,0,2026-09-06 07:02:37
TXN20526,30318.13,Singapore,iPhone 15,Net Banking,3,3500.0,8.66,0,1,2,1,2026-09-06 03:56:07
TXN20527,66374.48,Dubai,Unknown Web Client,Credit Card,16,12000.0,5.53,1,1,12,1,2026-09-06 16:46:14
TXN20528,14293.41,New York,Android Device,Credit Card,11,1500.0,9.53,1,1,2,1,2026-09-06 11:52:06
TXN20529,3901.79,Pune,Chrome Windows,Net Banking,20,3500.0,1.11,0,0,3,0,2026-09-06 20:33:33
TXN20530,4723.78,Mumbai,Safari macOS,Net Banking,5,2500.0,1.89,0,0,3,0,2026-09-06 05:03:32
TXN20531,1574.16,Delhi,iPhone 15,Net Banking,12,1500.0,1.05,0,0,1,0,2026-09-06 12:35:06
TXN20532,3795.82,Pune,Safari macOS,UPI,20,2500.0,1.52,0,0,1,0,2026-09-06 20:33:14
TXN20533,49751.15,Singapore,Samsung S24,Net Banking,1,5000.0,9.95,0,1,3,1,2026-09-06 01:50:57
TXN20534,4420.7,London,Safari macOS,UPI,15,3500.0,1.26,0,1,2,0,2026-09-06 15:42:43
TXN20535,4201.07,Delhi,Safari macOS,UPI,9,5000.0,0.84,0,0,1,0,2026-09-06 09:09:52
TXN20536,4553.32,Delhi,Chrome Windows,Net Banking,7,8000.0,0.57,0,0,1,0,2026-09-06 07:02:19
TXN20537,1674.42,Delhi,Chrome Windows,Net Banking,12,1500.0,1.12,0,0,2,0,2026-09-06 12:14:20
TXN20538,2752.74,Hyderabad,Safari macOS,Credit Card,11,5000.0,0.55,0,0,1,0,2026-09-06 11:39:57
TXN20539,13430.45,Hyderabad,iPhone 15,UPI,16,8000.0,1.68,0,0,1,0,2026-09-06 16:26:08
TXN20540,4686.16,Hyderabad,iPhone 15,Debit Card,13,5000.0,0.94,0,0,1,0,2026-09-06 13:38:15
TXN20541,8064.8,Hyderabad,iPhone 15,Debit Card,11,5000.0,1.61,0,0,2,0,2026-09-06 11:52:10
TXN20542,4126.18,Delhi,Safari macOS,Net Banking,15,5000.0,0.83,0,0,2,0,2026-09-06 15:23:12
TXN20543,8908.29,Bangalore,Samsung S24,Net Banking,21,8000.0,1.11,0,0,1,0,2026-09-06 21:28:49
TXN20544,3805.71,Mumbai,Samsung S24,Debit Card,14,3500.0,1.09,0,0,2,0,2026-09-06 14:45:29
TXN20545,31848.06,Hyderabad,Safari macOS,UPI,16,8000.0,3.98,0,0,1,0,2026-09-06 16:22:00
TXN20546,1261.63,Hyderabad,iPhone 15,Debit Card,12,1500.0,0.84,0,0,1,0,2026-09-06 12:17:36
TXN20547,5849.88,Mumbai,Safari macOS,UPI,20,5000.0,1.17,0,0,1,0,2026-09-06 20:56:03
TXN20548,3452.07,Bangalore,iPhone 15,Debit Card,14,5000.0,0.69,0,0,1,0,2026-09-06 14:37:40
TXN20549,924.68,Mumbai,Chrome Windows,UPI,22,1500.0,0.62,0,0,1,0,2026-09-06 22:00:22
TXN20550,2466.0,Delhi,Chrome Windows,UPI,19,1500.0,1.64,0,0,1,0,2026-09-06 19:58:06
TXN20551,6687.93,Bangalore,Chrome Windows,Net Banking,18,5000.0,1.34,0,0,1,0,2026-09-06 18:52:27
TXN20552,8213.66,Pune,Safari macOS,Debit Card,12,8000.0,1.03,0,0,2,0,2026-09-06 12:14:08
TXN20553,6812.91,Hyderabad,Safari macOS,Net Banking,11,3500.0,1.95,0,0,1,0,2026-09-06 11:12:14
TXN20554,1347.65,Hyderabad,Chrome Windows,UPI,13,1500.0,0.9,0,0,2,0,2026-09-06 13:41:48
TXN20555,4243.43,Delhi,Chrome Windows,Net Banking,20,2500.0,1.7,0,0,1,0,2026-09-06 20:58:59
TXN20556,5363.77,Delhi,Chrome Windows,Net Banking,5,5000.0,1.07,0,0,1,0,2026-09-06 05:13:10
TXN20557,5309.73,Mumbai,Chrome Windows,UPI,7,8000.0,0.66,0,0,1,0,2026-09-06 07:17:33
TXN20558,3141.44,Hyderabad,Safari macOS,UPI,22,1500.0,2.09,0,0,1,0,2026-09-06 22:17:05
TXN20559,34054.48,London,Unknown Web Client,Net Banking,2,5000.0,6.81,1,1,1,1,2026-09-06 02:44:07
TXN20560,3715.73,Mumbai,iPhone 15,Debit Card,10,2500.0,1.49,0,0,2,0,2026-09-06 10:21:23
TXN20561,4763.72,Hyderabad,Samsung S24,Net Banking,22,5000.0,0.95,0,0,3,0,2026-09-06 22:06:53
TXN20562,2006.38,Delhi,iPhone 15,Debit Card,22,1500.0,1.34,0,0,1,0,2026-09-06 22:40:15
TXN20563,1276.32,Delhi,Safari macOS,Net Banking,12,1500.0,0.85,0,0,2,0,2026-09-06 12:13:39
TXN20564,6966.39,Hyderabad,Samsung S24,Net Banking,2,5000.0,1.39,0,0,2,0,2026-09-06 02:27:23
TXN20565,1344.92,Hyderabad,Safari macOS,UPI,18,3500.0,0.38,0,0,2,0,2026-09-06 18:07:08
TXN20566,5320.25,Bangalore,Samsung S24,Credit Card,18,8000.0,0.67,0,0,1,0,2026-09-06 18:11:08
TXN20567,11836.0,Delhi,Samsung S24,UPI,9,8000.0,1.48,0,0,2,0,2026-09-06 09:50:32
TXN20568,10859.55,Singapore,iPhone 15,Credit Card,14,12000.0,0.9,0,1,1,0,2026-09-06 14:48:19
TXN20569,5432.8,Delhi,Android Device,Debit Card,19,5000.0,1.09,1,0,1,0,2026-09-06 19:15:26
TXN20570,2042.24,Hyderabad,iPhone 15,UPI,14,3500.0,0.58,0,0,1,0,2026-09-06 14:28:21
TXN20571,16753.18,Pune,Chrome Windows,Net Banking,22,8000.0,2.09,0,0,3,0,2026-09-06 22:32:10
TXN20572,12879.71,Hyderabad,Samsung S24,UPI,13,8000.0,1.61,0,0,1,0,2026-09-06 13:03:49
TXN20573,2307.16,Delhi,Chrome Windows,Credit Card,20,2500.0,0.92,0,0,1,0,2026-09-06 20:54:23
TXN20574,10206.54,Dubai,Chrome Windows,Net Banking,8,12000.0,0.85,0,1,2,0,2026-09-06 08:03:42
TXN20575,5283.58,Bangalore,Chrome Windows,Credit Card,10,3500.0,1.51,0,0,1,0,2026-09-06 10:06:13
TXN20576,3314.99,Bangalore,Unknown Web Client,Debit Card,8,1500.0,2.21,1,0,1,0,2026-09-06 08:02:28
TXN20577,3661.21,Pune,Chrome Windows,Credit Card,21,2500.0,1.46,0,0,3,0,2026-09-06 21:30:23
TXN20578,11919.3,Pune,iPhone 15,Credit Card,22,5000.0,2.38,0,0,1,0,2026-09-06 22:15:21
TXN20579,1728.67,Bangalore,Android Device,Debit Card,8,2500.0,0.69,1,0,1,0,2026-09-06 08:58:08
TXN20580,1801.35,Mumbai,Samsung S24,Debit Card,7,2500.0,0.72,0,0,2,0,2026-09-06 07:37:01
TXN20581,3107.63,Hyderabad,Unknown Web Client,UPI,0,5000.0,0.62,1,0,2,0,2026-09-06 00:18:36
TXN20582,1789.92,Bangalore,iPhone 15,UPI,16,1500.0,1.19,0,0,2,0,2026-09-06 16:40:20
TXN20583,3754.68,Hyderabad,Samsung S24,Credit Card,17,3500.0,1.07,0,0,1,0,2026-09-06 17:59:04
TXN20584,3293.6,Delhi,Chrome Windows,Debit Card,22,3500.0,0.94,0,0,1,0,2026-09-06 22:37:31
TXN20585,4837.83,Bangalore,Safari macOS,Net Banking,1,3500.0,1.38,0,0,1,0,2026-09-06 01:13:30
TXN20586,8185.54,Chennai,iPhone 15,Credit Card,22,5000.0,1.64,0,1,2,0,2026-09-06 22:32:09
TXN20587,4345.66,Delhi,Chrome Windows,Credit Card,17,8000.0,0.54,0,0,1,0,2026-09-06 17:26:16
TXN20588,3937.91,Pune,Samsung S24,Debit Card,14,5000.0,0.79,0,0,1,0,2026-09-06 14:17:50
TXN20589,2082.4,Hyderabad,Unknown Web Client,Net Banking,7,1500.0,1.39,1,0,1,0,2026-09-06 07:06:26
TXN20590,6634.92,Mumbai,Samsung S24,Credit Card,19,8000.0,0.83,0,0,1,0,2026-09-06 19:22:19
TXN20591,2543.35,Pune,Safari macOS,Debit Card,22,3500.0,0.73,0,0,2,0,2026-09-06 22:50:56
TXN20592,2254.39,Hyderabad,Samsung S24,Debit Card,15,1500.0,1.5,0,0,1,0,2026-09-06 15:09:39
TXN20593,2089.58,Dubai,Samsung S24,Net Banking,10,3500.0,0.6,0,1,2,0,2026-09-06 10:38:45
TXN20594,7090.88,Bangalore,Safari macOS,Credit Card,14,8000.0,0.89,0,0,3,0,2026-09-06 14:07:16
TXN20595,2851.22,Bangalore,Chrome Windows,Debit Card,6,2500.0,1.14,0,0,1,0,2026-09-06 06:33:01
TXN20596,1192.36,Delhi,iPhone 15,UPI,8,1500.0,0.79,0,0,2,0,2026-09-06 08:20:57
TXN20597,6839.4,Delhi,iPhone 15,Credit Card,11,5000.0,1.37,0,0,1,0,2026-09-06 11:25:23
TXN20598,6371.86,Kolkata,iPhone 15,UPI,21,8000.0,0.8,0,1,3,0,2026-09-06 21:49:48
TXN20599,4391.8,Pune,Chrome Windows,Credit Card,0,2500.0,1.76,0,0,1,0,2026-09-06 00:48:34
TXN20600,4754.73,Delhi,iPhone 15,UPI,17,5000.0,0.95,0,0,2,0,2026-09-06 17:19:21
TXN20601,6540.06,Mumbai,Samsung S24,Debit Card,17,5000.0,1.31,0,0,2,0,2026-09-06 17:05:06
TXN20602,10781.71,Hyderabad,iPhone 15,Credit Card,9,8000.0,1.35,0,0,2,0,2026-09-06 09:43:01
TXN20603,9336.12,Bangalore,iPhone 15,Debit Card,16,12000.0,0.78,0,0,1,0,2026-09-06 16:46:00
TXN20604,1539.36,Delhi,Chrome Windows,UPI,7,3500.0,0.44,0,0,2,0,2026-09-06 07:08:17
TXN20605,5776.17,Delhi,iPhone 15,UPI,19,5000.0,1.16,0,0,1,0,2026-09-06 19:04:27
TXN20606,5146.69,Hyderabad,iPhone 15,Debit Card,20,5000.0,1.03,0,0,1,0,2026-09-06 20:45:08
TXN20607,9991.87,Mumbai,Chrome Windows,Debit Card,19,8000.0,1.25,0,0,2,0,2026-09-06 19:41:26
TXN20608,57880.98,London,Unknown Web Client,Debit Card,21,8000.0,7.24,1,1,2,1,2026-09-06 21:31:40
TXN20609,2283.43,Bangalore,iPhone 15,Debit Card,19,2500.0,0.91,0,0,1,0,2026-09-06 19:06:53
TXN20610,6734.68,Hyderabad,Android Device,UPI,8,8000.0,0.84,1,0,1,0,2026-09-06 08:22:52
TXN20611,72531.25,Dubai,Unknown Web Client,Debit Card,1,8000.0,9.07,1,1,1,1,2026-09-06 01:27:20
TXN20612,6958.24,Delhi,Safari macOS,Net Banking,14,1500.0,4.64,0,0,1,0,2026-09-06 14:05:57
TXN20613,4214.9,Chennai,Android Device,Net Banking,12,5000.0,0.84,1,1,10,1,2026-09-06 12:00:17
TXN20614,4439.31,Delhi,Samsung S24,Credit Card,12,8000.0,0.55,0,0,3,0,2026-09-06 12:16:00
TXN20615,4694.27,Delhi,Samsung S24,Debit Card,7,3500.0,1.34,0,0,1,0,2026-09-06 07:58:37
TXN20616,9535.92,Hyderabad,Chrome Windows,Debit Card,15,12000.0,0.79,0,0,3,0,2026-09-06 15:54:55
TXN20617,6259.07,Pune,Android Device,Credit Card,13,8000.0,0.78,1,1,12,1,2026-09-06 13:52:55
TXN20618,1833.51,Singapore,iPhone 15,Credit Card,1,1500.0,1.22,0,1,5,1,2026-09-06 01:28:35
TXN20619,10491.81,Chennai,Safari macOS,Debit Card,16,12000.0,0.87,0,1,1,0,2026-09-06 16:41:30
TXN20620,3083.06,Delhi,Chrome Windows,Debit Card,8,3500.0,0.88,0,0,2,0,2026-09-06 08:20:45
TXN20621,1087.73,Pune,Samsung S24,UPI,10,1500.0,0.73,0,0,2,0,2026-09-06 10:43:29
TXN20622,4398.45,Pune,Chrome Windows,Net Banking,13,3500.0,1.26,0,0,1,0,2026-09-06 13:23:20
TXN20623,20929.59,Delhi,Safari macOS,Debit Card,13,12000.0,1.74,0,0,2,0,2026-09-06 13:02:13
TXN20624,42605.95,Bangalore,Unknown Web Client,Debit Card,19,5000.0,8.52,1,0,10,1,2026-09-06 19:56:55
TXN20625,4223.94,Pune,Safari macOS,Credit Card,7,3500.0,1.21,0,0,2,0,2026-09-06 07:54:27
TXN20626,2605.55,Bangalore,iPhone 15,Debit Card,13,2500.0,1.04,0,0,1,0,2026-09-06 13:48:57
TXN20627,1010.95,Mumbai,Samsung S24,Net Banking,13,1500.0,0.67,0,0,2,0,2026-09-06 13:31:05
TXN20628,9837.21,Delhi,Samsung S24,Debit Card,10,8000.0,1.23,0,0,1,0,2026-09-06 10:54:00
TXN20629,3553.76,Mumbai,Samsung S24,Credit Card,12,1500.0,2.37,0,0,3,0,2026-09-06 12:48:28
TXN20630,13339.2,Pune,Unknown Web Client,Credit Card,0,5000.0,2.67,1,1,7,1,2026-09-06 00:00:27
TXN20631,3005.62,Bangalore,Samsung S24,Debit Card,11,3500.0,0.86,0,0,1,0,2026-09-06 11:30:18
TXN20632,10324.43,Bangalore,Safari macOS,Debit Card,20,12000.0,0.86,0,0,1,0,2026-09-06 20:51:27
TXN20633,3994.83,Bangalore,iPhone 15,Debit Card,7,5000.0,0.8,0,0,1,0,2026-09-06 07:52:06
TXN20634,2055.51,Pune,Chrome Windows,Net Banking,22,2500.0,0.82,0,0,1,0,2026-09-06 22:12:35
TXN20635,500.25,Mumbai,Chrome Windows,Net Banking,15,1500.0,0.33,0,0,1,0,2026-09-06 15:14:19
TXN20636,9407.02,Delhi,Samsung S24,UPI,22,8000.0,1.18,0,0,1,0,2026-09-06 22:32:02
TXN20637,8556.45,Chennai,Chrome Windows,Debit Card,22,12000.0,0.71,0,1,1,0,2026-09-06 22:38:30
TXN20638,1837.96,Delhi,iPhone 15,Debit Card,19,3500.0,0.53,0,0,2,0,2026-09-06 19:01:35
TXN20639,16218.99,Bangalore,Safari macOS,Net Banking,16,12000.0,1.35,0,0,2,0,2026-09-06 16:04:25
TXN20640,5189.48,Pune,Samsung S24,Debit Card,9,8000.0,0.65,0,0,2,0,2026-09-06 09:46:07
TXN20641,1309.96,Pune,Safari macOS,Credit Card,9,1500.0,0.87,0,0,1,0,2026-09-06 09:22:51
TXN20642,14382.59,Hyderabad,iPhone 15,Debit Card,14,8000.0,1.8,0,0,1,0,2026-09-06 14:54:58
TXN20643,1991.88,Pune,Safari macOS,Net Banking,20,3500.0,0.57,0,0,1,0,2026-09-06 20:21:34
TXN20644,6500.42,Hyderabad,iPhone 15,UPI,11,12000.0,0.54,0,0,2,0,2026-09-06 11:07:36
TXN20645,1670.61,Bangalore,iPhone 15,Credit Card,9,1500.0,1.11,0,0,1,0,2026-09-06 09:28:30
TXN20646,19004.99,Bangalore,Safari macOS,Credit Card,18,12000.0,1.58,0,0,2,0,2026-09-06 18:59:49
TXN20647,12955.77,Pune,Android Device,Net Banking,23,5000.0,2.59,1,1,9,1,2026-09-06 23:14:27
TXN20648,799.1,Delhi,Safari macOS,Credit Card,12,1500.0,0.53,0,0,1,0,2026-09-06 12:52:43
TXN20649,14125.51,Hyderabad,Safari macOS,UPI,7,12000.0,1.18,0,0,1,0,2026-09-06 07:29:48
TXN20650,4415.68,Pune,Android Device,UPI,17,3500.0,1.26,1,0,1,0,2026-09-06 17:20:55
TXN20651,2194.1,Pune,Safari macOS,Net Banking,10,5000.0,0.44,0,0,2,0,2026-09-06 10:12:48
TXN20652,16515.63,Dubai,Safari macOS,UPI,18,12000.0,1.38,0,1,1,0,2026-09-06 18:36:26
TXN20653,17039.75,Pune,Samsung S24,Debit Card,2,12000.0,1.42,0,0,1,0,2026-09-06 02:08:32
TXN20654,1324.12,Hyderabad,Safari macOS,Debit Card,13,1500.0,0.88,0,0,1,0,2026-09-06 13:21:44
TXN20655,19803.23,Delhi,Samsung S24,UPI,11,12000.0,1.65,0,0,1,0,2026-09-06 11:34:27
TXN20656,5514.3,Pune,Samsung S24,Credit Card,9,3500.0,1.58,0,0,1,0,2026-09-06 09:26:10
TXN20657,5210.55,Mumbai,Safari macOS,Net Banking,22,5000.0,1.04,0,0,1,0,2026-09-06 22:36:51
TXN20658,1252.18,Bangalore,Chrome Windows,Net Banking,9,1500.0,0.83,0,0,1,0,2026-09-06 09:44:05
TXN20659,5421.16,Delhi,iPhone 15,Net Banking,14,8000.0,0.68,0,0,1,0,2026-09-06 14:35:20
TXN20660,1477.63,Delhi,Samsung S24,Debit Card,13,1500.0,0.99,0,0,3,0,2026-09-06 13:23:56
TXN20661,10047.71,Bangalore,Samsung S24,Net Banking,14,8000.0,1.26,0,0,3,0,2026-09-06 14:15:52
TXN20662,7027.08,Bangalore,iPhone 15,Credit Card,18,8000.0,0.88,0,0,1,0,2026-09-06 18:32:12
TXN20663,2075.99,Bangalore,Samsung S24,Credit Card,7,5000.0,0.42,0,0,2,0,2026-09-06 07:52:28
TXN20664,19933.31,Pune,Samsung S24,Credit Card,17,12000.0,1.66,0,0,2,0,2026-09-06 17:33:49
